score	action	description	validity_rate	avg_relevance	exp_seconds	prompt
0.22472277244454938	discard	Shorten to 'Output only this JSON array...'	0.27631578947368424	0.8132824145612263	284.431149806	"Output only this JSON array of exactly 5 distinct relevant search queries for the topic:
[""search query 1"",""search query 2"",""search query 3"",""search query 4"",""search query 5""]"
0.2176353213034178	discard	Shorten placeholders to q1-q5	0.2631578947368421	0.8270142209529877	269.931731749	"Output only this JSON array of exactly 5 distinct relevant search queries for the topic:
[""q1"",""q2"",""q3"",""q4"",""q5""]"
0.0075382811458487246	discard	Remove example to avoid literal copying	0.013157894736842105	0.5729093670845031	144.637865574	Output only a JSON array of exactly 5 distinct relevant search queries for the topic.
0.04129684426282581	discard	Add 'valid JSON array of strings'	0.05263157894736842	0.7846400409936904	192.756221637	Output only a valid JSON array of exactly 5 distinct strings: relevant search queries for the topic.
0.021182085965809068	discard	Add inline JSON array format example	0.02631578947368421	0.8049192667007447	286.821969013	"Output only a valid JSON array of exactly 5 distinct strings like [""q1"",""q2"",""q3"",""q4"",""q5""]: relevant search queries for the topic."
0.5913555522498332	discard	Add 'response must be exactly' prefix	0.7631578947368421	0.7748796891549538	528.867374527	"Your response must be exactly a valid JSON array of 5 distinct strings like [""q1"",""q2"",""q3"",""q4"",""q5""]: relevant search queries for the topic. Output only that."
0.6986876642233447	discard	Replace placeholders with concrete query example	0.9342105263157895	0.7478910208587916	644.134226438	"Your response must be exactly a valid JSON array of 5 distinct strings like [""best python tutorials"", ""python for beginners"", ""python libraries"", ""advanced python tips"", ""python interview questions""]: relevant search queries for the topic. Output only that."
0.37036501757408447	discard	Simplify: 'Output only' first, add 'exactly 5'	0.4868421052631579	0.7607497658278491	413.283212573	"Output only a valid JSON array of exactly 5 distinct search queries relevant to the topic. Example: [""best python tutorials"", ""python for beginners"", ""python libraries"", ""advanced python tips"", ""python interview questions""]"
0.7109760941643464	discard	Add 'use exact format' instruction	0.9210526315789473	0.7719169022355761	644.149506312	"Output only a valid JSON array of exactly 5 distinct search queries relevant to the topic. Use this exact format: [""best python tutorials"", ""python for beginners"", ""python libraries"", ""advanced python tips"", ""python interview questions""]"
0.5654063865542411	discard	Use generic placeholder example	0.7368421052631579	0.7673372388950416	558.27898878	"Output only a valid JSON array of exactly 5 distinct search queries relevant to the topic. Use this exact format: [""search query 1"", ""search query 2"", ""search query 3"", ""search query 4"", ""search query 5""]"
0.4568533387623336	discard	Shorten example placeholders to q1-q5	0.618421052631579	0.7387415690624968	473.056017075	"Output only a valid JSON array of exactly 5 distinct search queries relevant to the topic. Use this exact format: [""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
0.6976665581527509	discard	Append 'Nothing else' to enforce strict output	0.9342105263157895	0.7467980059099869	617.096342586	"Output only a valid JSON array of exactly 5 distinct search queries relevant to the topic. Use this exact format: [""q1"", ""q2"", ""q3"", ""q4"", ""q5""]. Nothing else."
0.5042216989554856	discard	Merge format into main instruction	0.6710526315789473	0.7513891984434689	511.625220659	"Output only a valid JSON array of exactly 5 distinct search queries relevant to the topic: [""q1"", ""q2"", ""q3"", ""q4"", ""q5""]. Nothing else."
0.0	discard	Template replace instruction	0.0	0.0	193.451832757	"Output ONLY this exact format, nothing more: [""q1"",""q2"",""q3"",""q4"",""q5""]. Replace q1-q5 with 5 distinct search queries relevant to the topic."
0.0	discard	Shorten: remove redundant 'exact valid JSON...nothing more' & 'REAL'	0.0	0.0	224.807698592	"Output ONLY: [""q1"",""q2"",""q3"",""q4"",""q5""]. Replace q1-q5 with 5 distinct search queries relevant to the topic."
0.016880769164938678	discard	Append 'No extra text'	0.02631578947368421	0.6414692282676697	271.342612194	"Output ONLY: [""q1"",""q2"",""q3"",""q4"",""q5""]. Replace q1-q5 with 5 distinct search queries relevant to the topic. No extra text."
0.0	discard	Merge instructions into one sentence	0.0	0.0	206.513143154	"Output ONLY [""q1"",""q2"",""q3"",""q4"",""q5""] with q1-q5 as 5 distinct search queries relevant to the topic. No extra text."
0.5505007500711241	discard	Explicit JSON array of exactly 5 distinct queries	0.8157894736842105	0.6748073710549263	645.247506687	"Output ONLY a valid JSON array [""q1"",""q2"",""q3"",""q4"",""q5""] where q1-q5 are 5 distinct search queries relevant to the topic. No extra text."
0.0	discard	Remove 'valid JSON array' phrasing	0.0	0.0	230.28508806	"Output ONLY [""q1"",""q2"",""q3"",""q4"",""q5""] where q1-q5 are 5 distinct search queries relevant to the topic. No extra text."
0.6312877710712583	discard	Explicit JSON array format	0.8289473684210527	0.761553501609772	591.090207809	"Output ONLY a valid JSON array like [""query1"",""query2"",""query3"",""query4"",""query5""] of exactly 5 distinct relevant search queries. No extra text."
0.6315608028518527	discard	Add 'to the topic' and format colon	0.7631578947368421	0.8275624313231172	539.085432109	"Output ONLY [""query1"",""query2"",""query3"",""query4"",""query5""]: exactly 5 distinct relevant search queries for the topic. No extra text."
0.7183765617640394	discard	Add exact JSON array format example	0.9342105263157895	0.7689664604798169	628.985367304	"Output ONLY a JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] with exactly 5 distinct relevant search queries for the topic. No extra text."
0.5529328953278693	discard	Remove example to avoid literal copy	0.7236842105263158	0.7640527280894193	510.307274814	Output ONLY a JSON array with exactly 5 distinct relevant search queries for the topic. No extra text.
0.0	discard	Add exact JSON array format example	0.0	0.0	227.9089206	"Output ONLY this exact format with 5 distinct relevant search queries for the topic: [""query1"",""query2"",""query3"",""query4"",""query5""] No extra text."
0.15059351191708914	discard	Lead with exact JSON format	0.18421052631578946	0.8175076361213411	184.375164816	"[""query1"",""query2"",""query3"",""query4"",""query5""] Output ONLY this exact JSON array with 5 distinct relevant search queries for the topic. No extra text."
0.2901592479724633	discard	Remove example to avoid literal copy	0.3684210526315789	0.7875751016395433	301.71085994	Output ONLY a JSON array of 5 distinct relevant search queries for the topic. No extra text.
0.6801867818361834	discard	Add 'exactly 5 strings' for precision	0.8947368421052632	0.7602087561698521	612.00936112	Output ONLY a valid JSON array of exactly 5 distinct relevant search query strings for the topic. No extra text.
0.04590456030870738	discard	Shorten with q1-q5 placeholders	0.05263157894736842	0.8721866458654404	176.827030923	"Output ONLY: [""q1"",""q2"",""q3"",""q4"",""q5""] with 5 distinct relevant search queries for the topic. No extra text."
0.0	discard	Add example JSON array format	0.0	0.0	145.392297742	"Output ONLY this exact format with 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. No extra text."
0.14361647834119043	discard	Add 'JSON array of exactly 5' emphasis	0.18421052631578946	0.7796323109950338	200.316958299	"Output ONLY a JSON array of exactly 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. No extra text."
0.5214280882948323	discard	Add 'valid' before JSON array	0.6973684210526315	0.7477082020831558	483.482028331	"Output ONLY this valid JSON array with exactly 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. No extra text."
0.6093976340795818	discard	Remove example placeholders	0.8157894736842105	0.7470035514523906	561.273054272	Output ONLY a valid JSON array with exactly 5 distinct relevant search queries for the topic. No extra text.
0.6801867818361834	discard	Specify array of 5 strings explicitly	0.8947368421052632	0.7602087561698521	611.766762011	Output ONLY a valid JSON array of exactly 5 distinct relevant search query strings for the topic. No extra text.
0.6614730556544505	discard	Add JSON array skeleton example	0.868421052631579	0.7616962459051247	606.97519468	"Output ONLY a valid JSON array of exactly 5 distinct relevant search query strings for the topic like: [""q1"",""q2"",""q3"",""q4"",""q5""]. No extra text."
0.6801867818361834	discard	Remove example to avoid literal copy	0.8947368421052632	0.7602087561698521	611.761368223	Output ONLY a valid JSON array of exactly 5 distinct relevant search query strings for the topic. No extra text.
0.02211778728585494	discard	Add exact JSON format example	0.02631578947368421	0.8404759168624878	210.398743797	"Output ONLY: [""query1"",""query2"",""query3"",""query4"",""query5""] with 5 distinct relevant search queries for the topic. No extra text."
0.7169740036129952	discard	Add exact JSON array template	0.9078947368421053	0.7897104967331541	615.754073927	"Output ONLY this JSON array with 5 distinct relevant search queries for the topic:
[""query1"",""query2"",""query3"",""query4"",""query5""]
No extra text."
0.693139796037423	discard	Add 'valid JSON', 'exactly 5', newlines for clarity	0.868421052631579	0.7981609772552144	592.538018557	"Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic:
[""query1"",""query2"",""query3"",""query4"",""query5""]
No extra text."
0.6871662827698809	discard	Remove example array for simplicity	0.8947368421052632	0.7680093748604551	644.421920344	Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic. No extra text.
0.4794008376566987	discard	Add exact JSON array format template	0.6052631578947368	0.7920535578675892	428.313749073	"Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic: [""q1"", ""q2"", ""q3"", ""q4"", ""q5""]. No extra text."
0.7093768573905291	discard	Remove confusing example placeholders	0.9210526315789473	0.7701805880240031	641.929982843	Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic. No extra text.
0.7330040496038763	keep	Add explicit JSON array format example	0.9605263157894737	0.7631275036971863	638.123237405	"Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic in this format: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]. No extra text."
0.7093768573905291	discard	Remove format example (simplicity bias)	0.9210526315789473	0.7701805880240031	648.481881388	Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic. No extra text.
0.6744768595617069	discard	Add minimal JSON array example	0.9078947368421053	0.7429020482128945	629.361490843	"Output ONLY valid JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries for the topic. No extra text."
0.6749425679445267	discard	Add no markdown/code blocks rule	0.9210526315789473	0.7327947880540575	633.889560496	"Output ONLY valid JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries for the topic. No extra text. No markdown or code blocks."
0.6744768595617069	discard	Remove redundant 'No markdown' instruction	0.9078947368421053	0.7429020482128945	629.559737363	"Output ONLY valid JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries for the topic. No extra text."
0.7093768573905291	discard	Remove example placeholders	0.9210526315789473	0.7701805880240031	648.526538118	Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic. No extra text.
0.6710353099986127	discard	Add no markdown instruction	0.8552631578947368	0.7845951316906856	569.3878035	Output ONLY a JSON array of exactly 5 distinct relevant search queries for the topic. No other text or markdown.
0.7765834725216816	keep	Add JSON array skeleton	0.9736842105263158	0.7975722150222675	645.024675131	"Output ONLY a JSON array of exactly 5 distinct relevant search queries for the topic like this: [""query1"",""query2"",""query3"",""query4"",""query5""]. No other text."
0.7283974961230629	discard	Add exact JSON array example	0.9210526315789473	0.7908315672193255	626.75122403	"Output ONLY this JSON array with exactly 5 distinct relevant search queries for the topic. No other text.
[""query1"", ""query2"", ""query3"", ""query4"", ""query5""]"
0.7160564367708407	discard	Empty placeholders + 'Fill in the blanks'	0.8947368421052632	0.8002983705085867	597.11138308	"Output ONLY this JSON array with exactly 5 distinct relevant search queries for the topic. Fill in the blanks. No other text.
["""","""","""","""",""']"
0.6562836838395971	discard	Fix malformed JSON array template	0.8157894736842105	0.8044767737388611	564.222900714	"Output ONLY this JSON array with exactly 5 distinct relevant search queries for the topic. Fill in the blanks. No other text.
["""","""","""","""",""""]
"
0.4924665335761873	discard	Delete 'Fill in the blanks.' for simplicity	0.631578947368421	0.7797386781622966	440.807079778	"Output ONLY this JSON array with exactly 5 distinct relevant search queries for the topic. No other text.
["""","""","""","""",""""]
"
0.23151418590231945	discard	Uppercase emphasis for strict output	0.2894736842105263	0.799776278571649	209.918228253	"OUTPUT ONLY this JSON array with exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT.
["""","""","""","""",""""]
"
0.1892701207022918	discard	Add 'valid JSON only' emphasis	0.25	0.7570804828091672	215.077515606	"OUTPUT ONLY valid JSON array with exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT.
["""","""","""","""",""""]
"
0.5706781971611475	discard	Add concise one-shot JSON example	0.75	0.76090426288153	517.988847732	"Output ONLY valid JSON array with exactly 5 distinct relevant search queries for the topic. Example for ""cats"": [""best cat food"",""cat breeds"",""cat care tips"",""funny cat videos"",""cat health issues""]. NO OTHER TEXT."
0.5986085490960823	discard	Add JSON array format example	0.7763157894736842	0.7710889784966485	563.87865204	"Output ONLY valid JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT."
0.6064413802404152	discard	Remove 'like' before example	0.7763157894736842	0.7811787270893484	587.971698544	"Output ONLY valid JSON array [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT."
0.6024218361628683	discard	Remove confusing placeholder examples	0.7763157894736842	0.7760010092945422	526.886153826	Output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT.
0.43882938482259454	discard	Add imperative 'You must' prefix	0.5789473684210527	0.757978028329936	431.48614541	You must output ONLY valid JSON array of exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT.
0.675152686238289	discard	Add explicit JSON array format	0.8289473684210527	0.8144699072080945	566.422111493	"You must output ONLY this JSON: [""query1"",""query2"",""query3"",""query4"",""query5""] with exactly 5 distinct relevant search queries for the topic. NO OTHER TEXT."
0.22725470975825662	discard	Emphasize replace placeholders	0.3026315789473684	0.7509286061577175	240.513290297	"Output ONLY this JSON array, replacing q1-q5 with 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. NO OTHER TEXT."
0.31367783020985757	discard	Use 'query1' to 'query5' placeholders	0.40789473684210525	0.7690166159983605	308.54354299	"Output ONLY this JSON array, replacing with 5 distinct relevant search queries for the topic: [""query1"",""query2"",""query3"",""query4"",""query5""]. NO OTHER TEXT."
0.0	discard	Shorten: remove clause, abbreviate, add exactly	0.0	0.0	328.523872994	"Output ONLY exactly: [""q1"",""q2"",""q3"",""q4"",""q5""] – 5 distinct relevant queries."
0.00830859667376468	discard	Shorten placeholders to query1-5	0.013157894736842105	0.6314533472061157	195.868697986	"Output ONLY exactly: [""query1"",""query2"",""query3"",""query4"",""query5""] – 5 distinct relevant queries."
